species	group	category	fold	from	to	delta	PiS	PiN	PiNPiS	syn_counts	nsyn_counts	Lsyn	Lnsyn	TD4	TD0	GC3	gradient	eps	Sd	beta	pb	Sb	alpha	D1	D2	D3	D4
Crub	grass	0:STABLE-DEL	0	0	-2	-2	0.005678596	3.53E-04	0.06208961	5720	2313	356117	2115569	0.00075997	-0.4403817	0.4591796	0.00008	0.000777897	-4967.928219	0.375795987	0.003859331	3.351351385	0.291928	0.045757201	0.06289552	0.148206283	0.739281665
Crub	grass	0:STABLE-EXDEL	0	0	-3	-3	0.004989875	9.28E-05	0.01860221	3646	1596	260345	5248239	0.04006292	-0.68526447	0.4599782	0.00004	4.30E-06	-4459.668574	0.576112378	5.96E-07	0.135401697	0.000082	0.008864502	0.024512432	0.091466265	0.875156206
Crub	grass	0:STABLE-STABLE	0	0	0	0	0.004339458	3.55E-04	0.08181997	13	3	635	2128	-1.82179425	-1.03445609	0.3933333	0.00006	0.00020489	-4312.150292	4.306843976	0.068123575	0.003860228	1	5.37E-18	1.09E-13	2.16E-09	0.931876423
Crub	grass	0:STABLE-TOL	0	0	-1	-1	0.006126751	8.14E-04	0.13286646	9012	4872	527062	2036701	0.06870418	-0.18733904	0.4599489	0.00033	0.001183147	-4865.439355	0.286831128	0.034079158	0.180914065	0.350314	0.094039311	0.087914674	0.168805091	0.615161765
Crub	grass	0:TOL-DEL	0	-1	-2	-1	0.007239055	4.96E-04	0.06852176	2866	822	143438	566226	0.12525002	-0.16742914	0.470118	0.00006	5.23E-05	-4600.679567	0.463770445	0.035583308	0.000191458	0.67243	0.021791448	0.041564508	0.119822778	0.781237957
Crub	grass	0:TOL-EXDEL	0	-1	-3	-2	0.005188516	1.32E-04	0.02551682	858	281	59379	654106	0.07936087	-0.64070342	0.4833333	0.00008	4.70E-05	-2114.115109	0.59249092	2.35E-05	0.09392247	0.002295	0.011997848	0.034873434	0.133664108	0.819441064
Crub	grass	0:TOL-STABLE	0	-1	0	1	0.008290128	2.61E-03	0.31503417	6366	2206	279481	311167	0.1487767	0.21171499	0.4605948	0.00007	0.098819365	-513.0349478	4.147866483	0.233378606	1.992028962	1	1.46E-13	2.02E-09	2.47E-05	0.766596676
Crub	grass	0:TOL-TOL	0	-1	-1	0	0.006880046	1.15E-03	0.16670931	8693	4155	450798	1255213	0.04685655	-0.09933165	0.4606653	0.00009	0.095087514	-4941.558015	0.381582931	0.101696253	0.848283499	0.83938	0.03937892	0.055381798	0.132243557	0.671299471
Shab	grass	0:DEL-DEL	0	-2	-2	0	0.004751698	8.13E-04	1.71E-01	90	62	8398	31994	0.5034327	0.1591426	0.4733475	0.00006	0.063399476	-623.1724484	0.307606498	0.004214806	0.246906155	0.040446	0.15342161	0.157049968	0.299483072	0.385830544
Shab	grass	0:DEL-STABLE	0	-2	0	2	0.004680945	4.81E-03	1.03E+00	107	67	9705	6118	0.2348661	0.4423388	0.4050752	0.00008	0.070132966	-4459.244046	2.070263745	0.563027641	47.30780973	1	5.70E-09	6.63E-07	7.69E-05	0.436894756
Shab	grass	0:DEL-TOL	0	-2	-1	1	0.005057187	2.76E-03	5.45E-01	140	69	11337	10612	0.0195254	0.2218745	0.4656593	0.00007	0.079279939	-4615.333139	2.650590699	0.395514633	2.200293505	1	2.98E-11	1.33E-08	5.85E-06	0.604479504
Shab	grass	0:EXDEL-STABLE	0	-3	0	3	0.006164721	1.35E+00	2.18E+02	49	24	3476	8	0.4127868	0.5580787	0.4987469	0.00006	0.098212253	-373.4773466	0.010998426	0.989936599	49.94740009	0.999818	0.009487579	0.000240807	0.000225177	0.000109838
Shab	grass	0:STABLE-DEL	0	0	-2	-2	0.003919918	3.73E-04	9.50E-02	5161	4435	564419	5110457	0.2967388	0.3047729	0.4666373	0.00005	4.93E-06	-4994.501932	0.625500077	0.080455119	0.000183077	0.945641	0.004983265	0.016040622	0.067123495	0.831397499
Shab	grass	0:STABLE-EXDEL	0	0	-3	-3	0.003704563	2.17E-04	5.87E-02	1918	1847	223431	3595629	0.3379554	0.2200156	0.4714337	0.00005	0.000109465	-4980.310281	0.721441852	0.050147166	0.000783095	0.955355	0.00223796	0.009537158	0.049760384	0.888317332
Shab	grass	0:STABLE-TOL	0	0	-1	-1	0.0038792	1.03E-03	2.66E-01	10898	12270	1204863	5062649	0.2994583	0.2648544	0.465696	0.00007	2.04E-05	-4983.916971	0.292793369	0.182210101	0.000313981	0.766712	0.075237639	0.072350337	0.140864824	0.529337098
Shab	grass	0:TOL-DEL	0	-1	-2	-1	0.004027821	5.89E-04	1.46E-01	2559	1791	271469	1305779	0.2763876	0.3098757	0.4637785	0.00006	3.43E-05	-4964.339793	0.572931352	0.127466793	0.000272769	0.951138	0.007473385	0.020462471	0.07587274	0.768724611
Shab	grass	0:TOL-EXDEL	0	-1	-3	-2	0.004603775	1.62E-05	3.52E-03	25	12	2379	341218	0.41569	0.6957479	0.4119601	0.00007	0.00017969	-4990.655419	4.955656775	0.002826785	0.76861461	1	4.22E-21	3.81E-16	3.39E-11	0.997173215
Shab	grass	0:TOL-STABLE	0	-1	0	1	0.004426199	1.87E-03	4.22E-01	4183	2852	404109	650363	0.2810042	0.2626202	0.4679539	0.00008	0.087281015	-92.64694643	2.220895037	0.307232363	2.322695999	0.999503	1.19E-05	0.001839662	0.160653841	0.530262232
Shab	grass	0:TOL-TOL	0	-1	-1	0	0.003906543	1.27E-03	3.25E-01	11269	13493	1234193	4514601	0.284591	0.2373368	0.4670181	0.00007	5.00E-06	-4884.12579	0.275662421	0.237087211	0.00084086	0.798351	0.081402932	0.072104569	0.134941719	0.47446357
Zmay	grass	0:DEL-DEL	0	-2	-2	0	0.003530615	0.001588877	0.45002832	823	336	77588	70546	-0.2928671	-0.2815126	0.5345568	0.00007	8.82E-05	-4394.945136	0.232330148	0.246639574	2.83779754	0.901178	0.117887566	0.08331363	0.141007959	0.411151271
Zmay	grass	0:DEL-EXDEL	0	-2	-3	-1	0.00356749	0.000380837	0.10675218	430	203	41112	168926	-0.1756904	-0.5162661	0.5617304	0.00007	2.90E-05	-350.5436768	0.513121883	6.08E-05	0.195084975	0.001454	0.055718962	0.124316998	0.359724322	0.460178878
Zmay	grass	0:DEL-STABLE	0	-2	0	2	0.003996895	0.005423321	1.35688323	1212	489	104937	36341	-0.1054619	0.7024322	0.5304266	0.00009	0.048603953	-4606.569004	3.773916063	0.646157699	49.5296106	1	3.08E-16	1.83E-12	1.07E-08	0.35384229
Zmay	grass	0:DEL-TOL	0	-2	-1	1	0.003830261	0.003940178	1.02869699	1071	448	90078	42147	-0.4448493	0.2437047	0.5266897	0.00008	0.086648563	-4735.547345	4.474578982	0.536616831	49.8166349	1	3.30E-19	9.84E-15	2.89E-10	0.463383169
Zmay	grass	0:EXDEL-DEL	0	-3	-2	1	0.004390861	0.021155261	4.8180211	101	37	7465	604	-0.4058794	-0.1114987	0.5413043	0.00005	4.98E-05	-1100.712128	1.604640603	0.989879951	49.96021777	1	9.28E-08	3.62E-06	0.000138435	0.0099779
Zmay	grass	0:EXDEL-STABLE	0	-3	0	3	0.002857917	0.256586097	89.78082166	582	396	65650	593	-0.4411583	0.4354789	0.551462	0.00009	4.00E-06	-0.03843804	0.010042932	0.989997531	49.99926919	0.9998	0.010002469	2.00E-17	0	0
Zmay	grass	0:EXDEL-TOL	0	-3	-1	2	0.003913312	0.118649046	30.31934589	144	67	11715	227	-0.4943795	0.675265	0.5101124	0.00007	1.90E-05	-52.56100228	0.014514875	0.989978156	49.98979915	0.999819	0.009537151	0.00030119	0.000175176	8.33E-06
Zmay	grass	0:STABLE-DEL	0	0	-2	-2	0.003524942	0.000407718	0.11566666	14190	8751	1314348	6372211	-0.383597	-0.804402	0.5481751	0.00005	7.88E-07	-699.9226025	0.412758116	2.42E-06	0.012645544	0.000042	0.075466024	0.119017034	0.290465785	0.515048732
Zmay	grass	0:STABLE-EXDEL	0	0	-3	-3	0.003208323	0.000103201	0.03216667	9646	6738	979674	18153339	-0.3928381	-1.0722056	0.5463084	0.00007	1.00E-07	-1969.549413	0.603371966	6.92E-08	0.047755706	0.000007	0.011505345	0.034576017	0.135670557	0.818248012
Zmay	grass	0:STABLE-STABLE	0	0	0	0	0.00358006	0.000682084	0.19052298	46	16	3954	7135	-0.6311542	-0.6458731	0.6328125	0.00007	0.000164471	-144.024281	0.50072631	0.003216345	0.011897654	0.040692	0.093165177	0.195913874	0.469452806	0.238251798
Zmay	grass	0:STABLE-TOL	0	0	-1	-1	0.003397407	0.000886314	0.26087953	21157	17822	2026369	6339966	-0.399269	-0.5428253	0.5549084	0.00019	1.23E-05	-2627.789921	0.179988941	0.000159515	0.043808972	0.000827	0.262344208	0.134512496	0.200690445	0.402293336
Zmay	grass	0:TOL-DEL	0	-1	-2	-1	0.003649232	0.000593878	0.16274049	7182	3618	641992	1835357	-0.3877694	-0.7420177	0.550139	0.00006	1.12E-06	-339.0073696	0.397367957	5.83E-06	0.011519955	0.000069	0.111194886	0.164348457	0.36466078	0.359790051
Zmay	grass	0:TOL-EXDEL	0	-1	-3	-2	0.003681619	0.00019923	0.05411486	3070	1389	271517	2004269	-0.3960701	-0.9372909	0.5512303	0.00006	3.17E-06	-1199.69294	0.546389168	3.99E-06	0.162394459	0.000217	0.023377	0.058663466	0.19917485	0.718780696
Zmay	grass	0:TOL-STABLE	0	-1	0	1	0.003649502	0.00200367	0.54902559	10368	5427	930891	938256	-0.3669099	-0.1005851	0.5468252	0.0001	0.099986551	-369.660027	4.682381352	0.372317117	8.451710072	1	8.42E-15	3.97E-10	1.57E-05	0.627667225
Zmay	grass	0:TOL-TOL	0	-1	-1	0	0.003511049	0.00109574	0.31208344	18255	13799	1693916	4064264	-0.3935644	-0.4371183	0.5525021	0.0003	0.001273188	-272.9065542	4.261587673	0.294862326	0.168569877	1	8.15E-13	1.45E-08	0.000202969	0.704934691
